0.46655136,0.85108563,0.97414830,1.48940109,0.69750173,1.09204137,0.56021801
0.87327136,0.83700721,0.49649900,1.41117144,0.62879558,1.04887105,0.44983432
1.31428974,0.80629313,0.70460343,1.78345388,0.52930078,1.49511361,0.34046933
1.12059059,0.96981930,1.10014560,1.78469184,0.82694332,1.16522115,0.32325485
0.80969124,1.02416817,0.86848295,1.91243960,0.93033339,1.99330994,0.30010316
0.54647590,0.82554840,0.48922745,1.23386814,0.89381293,1.58429592,0.73777432
1.50400103,0.93358956,0.76330606,1.31122814,0.57230395,1.95338267,0.59197771
1.50974684,0.74227605,0.85151792,1.34432205,0.83101435,1.32987025,0.50583825
0.93252132,0.92050533,1.15314042,1.94565595,0.56486131,1.88744110,0.35715591
1.22344344,0.84659479,0.97743192,1.00311695,0.88433464,1.23150013,0.80503637
0.58548443,0.88050933,1.02868150,1.31219624,0.53707536,1.40728395,0.78055965
1.13885303,1.07101656,0.86399463,1.05290863,0.34094098,1.83661534,0.37822581
0.74748603,0.93844240,0.69597601,1.79480401,0.99822844,1.20424773,0.77381450
0.90225865,1.11528086,0.53621703,1.99334779,0.34424578,1.70439674,0.58908005
0.96895697,0.91720684,0.52849125,1.85319319,0.88835746,1.90001524,0.68153626
0.77778505,0.88585343,0.65514552,1.03343184,0.58326051,1.65552788,0.49063080
1.28758499,1.07767816,0.92210823,1.70792531,0.95011302,1.44969890,0.37461055
0.93211234,0.88758844,0.91047505,1.24415506,0.42201278,1.69199211,0.94273337
0.51994464,0.86054680,0.99308478,1.95339330,0.63300120,1.14922412,0.36683984
1.01533280,0.85173875,0.54491544,1.25319254,0.32039393,1.66105068,0.83231053
1.56806069,0.83753323,1.15111984,1.54702167,0.85470904,1.03542032,0.79518484
0.91103331,1.10317473,0.57479961,1.43821861,0.81589308,1.28712240,0.88953929
1.08251479,0.87110564,0.45579949,1.31910767,0.58974914,1.26881131,0.38211653
1.26008334,0.73552457,0.82337870,1.70360274,0.85078873,1.06710977,0.67749345
1.48114000,1.15185928,0.95553642,1.49543986,0.72155677,1.59493356,0.93781762
1.28367511,1.04468743,0.88515353,1.75550387,0.55885576,1.25295289,0.61156059
1.21432712,0.96242053,0.77919131,1.73417343,0.49546440,1.12526670,0.93985965
1.24728339,1.06719635,1.03476610,1.42621897,0.34966024,1.97793275,0.61864784
0.41138793,0.74888396,0.99982722,1.55928429,0.81948437,1.93781683,0.85973087
0.59004366,0.72159974,0.83396998,1.15670713,0.54784693,1.29053963,0.62035969
0.32957208,0.94292665,0.60715476,1.88324957,0.46072392,1.35923411,0.35316504
0.68119412,0.73043708,1.12225208,1.69357640,0.87572904,1.08921927,0.48080339
1.53752061,1.03991664,0.54714383,1.07547385,0.33153781,1.31010254,0.98283729
0.84098090,0.96056575,0.97236750,1.99034581,0.43671646,1.13442989,0.78978891
0.91268646,0.77308285,0.80331203,1.81286558,0.98715416,1.73019583,0.78285157
0.58276865,1.10084340,0.47658621,1.98681355,0.62687883,1.06129526,0.54980068
0.63672040,0.97954834,0.91538593,1.87980906,0.65846032,1.61571465,0.63463111
1.21599012,1.10701969,0.80824671,1.96462931,0.99626976,1.47175266,0.40121962
0.54077006,0.89999005,0.66098834,1.74726707,0.31567131,1.35335631,0.81900859
0.65042960,1.11329052,0.60336397,1.66063323,0.51423555,1.74313678,0.46881404
1.57099784,1.06087391,0.86096630,1.77338237,0.84803306,1.10532243,0.81674459
1.24012763,0.98395668,0.69966374,1.36210014,0.83805594,1.53468487,0.51904350
0.34534929,0.94131991,0.92875587,1.33079119,0.61121034,1.19442275,0.90506825
0.69273167,0.79522450,0.72126088,1.19492139,0.68067900,1.85902376,0.96781385
1.05762353,0.98658839,0.47061816,1.38499424,0.31154031,1.14387861,0.89670064
0.34718028,1.13232325,1.05207954,1.97880229,0.69065971,1.88118310,0.40988360
0.42161625,0.81107444,0.79251442,1.86573453,0.64401299,1.89659322,0.97581956
0.44089029,1.00158575,0.48646293,1.82263990,0.79515780,1.96668562,0.91853068
1.40017170,0.89294129,0.75556517,1.67637223,0.32513355,1.40908497,0.89533699
0.95608923,0.86398699,0.68423950,1.65933726,0.82385859,1.00899978,0.67045472
0.99883111,0.95796012,0.55510266,1.40748000,0.39821981,1.84435519,0.84467724
1.32452562,1.12048982,0.85367184,1.64719224,0.77748071,1.46258091,0.79738834
0.77414601,1.03447440,0.47891172,1.61361500,0.38651964,1.23282300,0.98341429
0.97544510,0.75697280,0.58765925,1.05929496,0.78797097,1.49782946,0.57085190
1.32850684,1.02303530,0.86554910,1.89377785,0.87917472,1.76484899,0.87497442
0.93815603,1.05865391,0.49230695,1.80611142,0.59765208,1.27540657,0.98627550
0.48562387,0.92210448,0.76942063,1.80981901,0.97827111,1.51821190,0.73025420
0.89059644,0.86001040,0.57903499,1.21781544,0.76406909,1.92993042,0.58622084
1.42798777,0.98228243,0.93500725,1.98297379,0.55252600,1.87764357,0.83876998
0.96294194,0.78144089,1.02533522,1.93192957,0.72664686,1.63859450,0.43417341
0.64602326,0.83139502,0.84684895,1.56726932,0.50858004,1.76009148,0.76612321
0.82412604,1.13735119,0.96934216,1.35608204,0.61824926,1.22455363,0.36133870
0.95055281,0.79204052,1.03993656,1.29962370,0.86583900,1.07675126,0.69221309
1.56070804,1.15896393,0.69442374,1.37199506,0.41671647,1.01762476,0.95366510
0.51501209,0.87534734,0.72268745,1.32674119,0.41369925,1.78215983,0.91902938
1.00724171,0.91089628,0.46996057,1.41562853,0.82207676,1.25068382,0.56534496
0.76799793,1.06585662,1.03214856,1.50477629,0.70410498,1.51213883,0.31048375
1.11089019,0.78458731,0.72806858,1.67068666,0.71622722,1.29778992,0.90865836
1.26104247,0.87029982,1.07079364,1.06047838,0.59464760,1.75507725,0.90199754
1.06650769,1.14121398,0.68116091,1.53291307,0.75109691,1.28035238,0.67467010
0.79891246,0.99925928,0.59152594,1.09036179,0.90435807,1.40216307,0.93533883
1.50189950,0.82956758,0.58593215,1.85731858,0.48442582,1.27609108,0.67986889
1.03895215,0.99569386,1.01776353,1.60931110,0.54567712,1.80432001,0.68403745
1.22637216,0.88440377,1.13255779,1.04862398,0.36860489,1.02148342,0.88032603
1.11584324,1.00893522,0.62486044,1.26595551,0.93324999,1.33503569,0.96475527
1.18348045,1.00957232,0.64002574,1.09915223,0.42569834,1.99986710,0.73665771
1.20031162,1.04680026,0.94745019,1.22495878,0.45045268,1.64270288,0.86169879
1.46152376,0.75028823,0.48231720,1.52553444,0.68892500,1.41246721,0.58427009
0.55214632,0.73912384,1.00396876,1.24988736,0.49299650,1.06929812,0.30600068
0.99266350,1.10987024,0.51652155,1.16673881,0.92665662,1.04108485,0.98034019
1.02786764,1.08999147,0.45115746,1.02652040,0.70984694,1.15724348,0.89298257
0.32425268,1.06114340,0.74070269,1.50142627,0.47510073,1.78582781,0.38445362
0.61297835,0.97330712,0.81899058,1.50961916,0.92014287,1.68189050,0.83682244
1.49206111,0.82220918,0.45947726,1.28499746,0.68110070,1.09855976,0.75273516
